"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","MEASYEAR","FORFLTHK","LTRLRTHK","FORFLTHKN","LTRLRTHKN","FORFLTHKS","LTRLRTHKS","FORFLTHKE","LTRLRTHKE","FORFLTHKW","LTRLRTHKW","CONDID","VSTNBR","TXTRLYR1","TXTRLYR2","DPTHSBSL","SOILS_STATCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"381534378489998","171867977020004",2015,39,145,4951,2,2015,2.425,2.375,3.5,3.4,1.2,1.2,2.9,2.8,2.1,2.1,1,2,2,2,5.8,1,"",2016-03-25,"489998","",,""
"381534379489998","171867977020004",2015,39,145,4951,3,2015,4.1,3.425,4,3.2,4,3.4,3.8,3.4,4.6,3.7,1,2,,,4.8,1,"",2016-03-25,"489998","",,""
"381534380489998","171867977020004",2015,39,145,4951,4,2015,2.625,1.575,2.8,1.8,2.8,1.5,2.8,1.7,2.1,1.3,1,2,,,6.1,1,"",2016-03-25,"489998","",,""
"381532091489998","171867791020004",2015,39,157,3047,2,2015,0.35,0.25,0.2,0.1,0.4,0.3,0.4,0.3,0.4,0.3,2,2,2,2,13,1,"",2016-03-25,"489998","",,""
"381532092489998","171867791020004",2015,39,157,3047,3,2015,,,,,,,,,,,,2,,,,6,"",2016-03-25,"489998","",,""
"381532093489998","171867791020004",2015,39,157,3047,4,2015,0.475,0.375,0.5,0.4,0.5,0.4,0.5,0.4,0.4,0.3,1,2,,,1,1,"",2016-03-25,"489998","",,""
"469327590489998","306266633489998",2016,39,13,4479,2,2016,1.075,1.075,1.5,1.5,1.1,1.1,0.7,0.7,1,1,2,2,1,2,20,1,"",2017-05-11,"489998","",,""
"469327591489998","306266633489998",2016,39,13,4479,3,2016,1.375,0.725,1.1,0.6,1.7,0.8,1.3,0.8,1.4,0.7,1,2,,,3,1,"",2017-05-11,"489998","",,""
"469327592489998","306266633489998",2016,39,13,4479,4,2016,1.825,1.225,1.6,1.1,1.8,1.1,1.9,1.3,2,1.4,2,2,,,20,1,"",2017-05-11,"489998","",,""
"469318089489998","306266188489998",2016,39,27,3456,2,2016,0.05,0.05,0.1,0.1,0.1,0.1,0,0,0,0,1,2,2,2,20,1,"",2017-05-11,"489998","",,""
"469318090489998","306266188489998",2016,39,27,3456,3,2016,0.05,0.05,0,0,0,0,0.1,0.1,0.1,0.1,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469318091489998","306266188489998",2016,39,27,3456,4,2016,0.65,0.65,0.8,0.8,1.1,1.1,0.6,0.6,0.1,0.1,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469328164489998","306266649489998",2016,39,41,3878,2,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469328165489998","306266649489998",2016,39,41,3878,3,2016,0.325,0.225,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,2,2,,,7,1,"",2017-05-11,"489998","",,""
"469328166489998","306266649489998",2016,39,41,3878,4,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469326113489998","306266580489998",2016,39,53,3579,2,2016,0.25,0.15,0.2,0.1,0.3,0.2,0.2,0.1,0.3,0.2,1,2,2,2,6,1,"",2017-05-11,"489998","",,""
"469326114489998","306266580489998",2016,39,53,3579,3,2016,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,5,1,"",2017-05-11,"489998","",,""
"469326115489998","306266580489998",2016,39,53,3579,4,2016,0.325,0.225,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,1,2,,,0.6,1,"",2017-05-11,"489998","",,""
"469322603489998","306266465489998",2016,39,59,2204,2,2016,0.375,0.275,0.4,0.3,0.4,0.3,0.3,0.2,0.4,0.3,2,1,2,2,20,1,"",2017-05-11,"489998","",,""
"469322604489998","306266465489998",2016,39,59,2204,3,2016,0.725,0.625,1,0.9,0.6,0.5,0.6,0.5,0.7,0.6,1,1,,,9,1,"",2017-05-11,"489998","",,""
"469322605489998","306266465489998",2016,39,59,2204,4,2016,0.225,0.125,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,2,1,,,20,1,"",2017-05-11,"489998","",,""
"469322455489998","306266461489998",2016,39,59,2535,2,2016,0.225,0.125,0.2,0.1,0.3,0.2,0.2,0.1,0.2,0.1,2,2,2,2,6,1,"",2017-05-11,"489998","",,""
"469322456489998","306266461489998",2016,39,59,2535,3,2016,,,,,,,,,,,,2,,,,5,"",2017-05-11,"489998","",,""
"469322457489998","306266461489998",2016,39,59,2535,4,2016,,,,,,,,,,,,2,,,,5,"",2017-05-11,"489998","",,""
"469319973489998","306266365489998",2016,39,61,2287,2,2016,1.15,1.15,0.6,0.6,0.7,0.7,2.1,2.1,1.2,1.2,1,2,2,2,11.9,1,"",2017-05-11,"489998","",,""
"469319974489998","306266365489998",2016,39,61,2287,3,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469319975489998","306266365489998",2016,39,61,2287,4,2016,0.025,0.025,0,0,0.1,0.1,0,0,0,0,1,2,,,14,1,"",2017-05-11,"489998","",,""
"469323054489998","306266486489998",2016,39,75,1717,2,2016,0.725,0.625,0.6,0.5,0.8,0.7,0.8,0.7,0.7,0.6,1,2,2,2,4,1,"",2017-05-11,"489998","",,""
"469323055489998","306266486489998",2016,39,75,1717,3,2016,0.6,0.5,0.5,0.4,0.8,0.7,0.5,0.4,0.6,0.5,2,2,,,2,1,"",2017-05-11,"489998","",,""
"469323056489998","306266486489998",2016,39,75,1717,4,2016,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.1,1,2,,,3,1,"",2017-05-11,"489998","",,""
"469320611489998","306266387489998",2016,39,77,3789,2,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469320612489998","306266387489998",2016,39,77,3789,3,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469320613489998","306266387489998",2016,39,77,3789,4,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469322144489998","306266444489998",2016,39,89,1536,2,2016,,,,,,,,,,,,2,,,,9,"",2017-05-11,"489998","",,""
"469322145489998","306266444489998",2016,39,89,1536,3,2016,0.875,0.775,0.8,0.7,0.9,0.8,1,0.9,0.8,0.7,2,2,,,5,1,"",2017-05-11,"489998","",,""
"469322146489998","306266444489998",2016,39,89,1536,4,2016,,,,,,,,,,,,2,,,,9,"",2017-05-11,"489998","",,""
"469321088489998","306266415489998",2016,39,105,2390,2,2016,0.625,0.525,0.8,0.7,0.5,0.4,0.7,0.6,0.5,0.4,1,2,2,2,6,1,"",2017-05-11,"489998","",,""
"469321089489998","306266415489998",2016,39,105,2390,3,2016,0.725,0.625,0.9,0.8,0.8,0.7,0.7,0.6,0.5,0.4,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469321090489998","306266415489998",2016,39,105,2390,4,2016,0.5,0.4,0.3,0.2,0.8,0.7,0.5,0.4,0.4,0.3,1,2,,,7,1,"",2017-05-11,"489998","",,""
"469319154489998","306266282489998",2016,39,107,4902,2,2016,0.3,0.2,0.3,0.2,0.2,0.1,0.4,0.3,0.3,0.2,2,2,2,2,5,1,"",2017-05-11,"489998","",,""
"469319155489998","306266282489998",2016,39,107,4902,3,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469319156489998","306266282489998",2016,39,107,4902,4,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469317910489998","306266171489998",2016,39,113,1116,2,2016,1.425,1.425,1,1,1.7,1.7,1.2,1.2,1.8,1.8,1,2,2,2,15.6,1,"",2017-05-11,"489998","",,""
"469317911489998","306266171489998",2016,39,113,1116,3,2016,0.625,0.625,0.7,0.7,0,0,0.6,0.6,1.2,1.2,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469317912489998","306266171489998",2016,39,113,1116,4,2016,0.95,0.95,1.1,1.1,0.5,0.5,1.2,1.2,1,1,1,2,,,12.5,1,"",2017-05-11,"489998","",,""
"469316972489998","306266116489998",2016,39,141,4924,2,2016,0.15,0.1,0.2,0.1,0.4,0.3,0,0,0,0,2,2,2,2,12.5,1,"",2017-05-11,"489998","",,""
"469316973489998","306266116489998",2016,39,141,4924,3,2016,2.675,2.25,2.7,2,2,1.6,2,1.8,4,3.6,1,2,,,6.8,1,"",2017-05-11,"489998","",,""
"469316974489998","306266116489998",2016,39,141,4924,4,2016,0.8,0.75,0.9,0.9,0,0,1.3,1.2,1,0.9,1,2,,,13.2,1,"",2017-05-11,"489998","",,""
"469318661489998","306266244489998",2016,39,147,4302,2,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469318662489998","306266244489998",2016,39,147,4302,3,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469318663489998","306266244489998",2016,39,147,4302,4,2016,0.525,0.425,0.5,0.4,0.5,0.4,0.6,0.5,0.5,0.4,2,2,,,7,1,"",2017-05-11,"489998","",,""
"469326545489998","306266590489998",2016,39,155,4794,2,2016,1.45,1.45,1.1,1.1,1.7,1.7,2.1,2.1,0.9,0.9,1,2,1,2,20,1,"",2017-05-11,"489998","",,""
"469326546489998","306266590489998",2016,39,155,4794,3,2016,1.4,1.275,1.9,1.8,1.5,1.4,0.8,0.7,1.4,1.2,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469326547489998","306266590489998",2016,39,155,4794,4,2016,0.15,0.15,0,0,0.2,0.2,0,0,0.4,0.4,1,2,,,20,1,"",2017-05-11,"489998","",,""
"469324424489998","306266530489998",2016,39,167,2121,2,2016,0.55,0.45,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.3,1,2,2,2,9,1,"",2017-05-11,"489998","",,""
"469324425489998","306266530489998",2016,39,167,2121,3,2016,0.35,0.25,0.4,0.3,0.3,0.2,0.4,0.3,0.3,0.2,1,2,,,4,1,"",2017-05-11,"489998","",,""
"469324426489998","306266530489998",2016,39,167,2121,4,2016,0.75,0.65,0.8,0.7,0.7,0.6,0.9,0.8,0.6,0.5,1,2,,,0.5,1,"",2017-05-11,"489998","",,""
"469324517489998","306266531489998",2016,39,167,3682,2,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469324518489998","306266531489998",2016,39,167,3682,3,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"469324519489998","306266531489998",2016,39,167,3682,4,2016,,,,,,,,,,,,2,,,,2,"",2017-05-11,"489998","",,""
"530818821126144","375549848489998",2017,39,19,1299,4,2017,,,,,,,,,,,,2,,,,6,"",2018-04-17,"126144","",,""
"530825050126144","375550013489998",2017,39,15,4442,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530825051126144","375550013489998",2017,39,15,4442,3,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530825052126144","375550013489998",2017,39,15,4442,4,2017,0.225,0.125,0.2,0.1,0.2,0.1,0.3,0.2,0.2,0.1,1,2,,,8,1,"",2018-04-17,"126144","",,""
"530818819126144","375549848489998",2017,39,19,1299,2,2017,0.1,0.1,0.2,0.2,0,0,0,0,0.2,0.2,3,2,2,2,0.7,1,"",2018-04-17,"126144","",,""
"530818820126144","375549848489998",2017,39,19,1299,3,2017,,,,,,,,,,,,2,,,,6,"",2018-04-17,"126144","",,""
"530821449126144","375549475489998",2017,39,37,1088,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530821450126144","375549475489998",2017,39,37,1088,3,2017,0.225,0.125,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.1,2,2,,,13,1,"",2018-04-17,"126144","",,""
"530821451126144","375549475489998",2017,39,37,1088,4,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530827926126144","375549669489998",2017,39,43,1882,2,2017,0.375,0.375,0.5,0.5,0.1,0.1,0.7,0.7,0.2,0.2,1,1,3,3,20,1,"",2018-04-17,"126144","",,""
"530827927126144","375549669489998",2017,39,43,1882,3,2017,0,0,0,0,0,0,0,0,0,0,1,1,,,0,1,"",2018-04-17,"126144","",,""
"530827928126144","375549669489998",2017,39,43,1882,4,2017,0.175,0.175,0.1,0.1,0.5,0.5,0,0,0.1,0.1,1,1,,,20,1,"",2018-04-17,"126144","",,""
"530824246126144","375549981489998",2017,39,59,5447,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824247126144","375549981489998",2017,39,59,5447,3,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824248126144","375549981489998",2017,39,59,5447,4,2017,,,,,,,,,,,,2,,,,6,"",2018-04-17,"126144","",,""
"530824102126144","375549978489998",2017,39,67,1501,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824103126144","375549978489998",2017,39,67,1501,3,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824104126144","375549978489998",2017,39,67,1501,4,2017,1.325,1.325,1,1,1.6,1.6,1.4,1.4,1.3,1.3,1,2,,,15.6,1,"",2018-04-17,"126144","",,""
"530826733126144","375549579489998",2017,39,69,5636,2,2017,1.65,1.65,2.4,2.4,0.7,0.7,1.2,1.2,2.3,2.3,1,2,1,1,17.4,1,"",2018-04-17,"126144","",,""
"530826734126144","375549579489998",2017,39,69,5636,3,2017,0.425,0.425,0.8,0.8,0.3,0.3,0.5,0.5,0.1,0.1,1,2,,,2,1,"",2018-04-17,"126144","",,""
"530826735126144","375549579489998",2017,39,69,5636,4,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824822126144","375550002489998",2017,39,73,1771,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530824823126144","375550002489998",2017,39,73,1771,3,2017,0.375,0.275,0.4,0.3,0.2,0.1,0.5,0.4,0.4,0.3,1,2,,,9,1,"",2018-04-17,"126144","",,""
"530824824126144","375550002489998",2017,39,73,1771,4,2017,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.3,0.2,0.1,1,2,,,4,1,"",2018-04-17,"126144","",,""
"530818604126144","375549844489998",2017,39,87,1355,2,2017,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,2,2,2,2,4,1,"",2018-04-17,"126144","",,""
"530818605126144","375549844489998",2017,39,87,1355,3,2017,,,,,,,,,,,,2,,,,6,"",2018-04-17,"126144","",,""
"530818606126144","375549844489998",2017,39,87,1355,4,2017,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,1,2,,,18,1,"",2018-04-17,"126144","",,""
"530823747126144","375549512489998",2017,39,113,3539,2,2017,0.5,0.4,0.6,0.5,0.5,0.4,0.5,0.4,0.4,0.3,1,2,2,2,8,1,"",2018-04-17,"126144","",,""
"530823748126144","375549512489998",2017,39,113,3539,3,2017,0.625,0.4,0.7,0.5,0.6,0.3,0.5,0.3,0.7,0.5,1,2,,,10,1,"",2018-04-17,"126144","",,""
"530823749126144","375549512489998",2017,39,113,3539,4,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530821955126144","375549936489998",2017,39,119,2977,2,2017,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,1,2,2,2,20,1,"",2018-04-17,"126144","",,""
"530821956126144","375549936489998",2017,39,119,2977,3,2017,0.475,0.375,0.6,0.5,0.4,0.3,0.3,0.2,0.6,0.5,1,2,,,18,1,"",2018-04-17,"126144","",,""
"530821957126144","375549936489998",2017,39,119,2977,4,2017,0.425,0.325,0.4,0.3,0.4,0.3,0.7,0.6,0.2,0.1,1,2,,,8,1,"",2018-04-17,"126144","",,""
"530828257126144","375549739489998",2017,39,129,4055,2,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530828258126144","375549739489998",2017,39,129,4055,3,2017,,,,,,,,,,,,2,,,,2,"",2018-04-17,"126144","",,""
"530828259126144","375549739489998",2017,39,129,4055,4,2017,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,1,2,,,20,1,"",2018-04-17,"126144","",,""
"530816476126144","375549770489998",2017,39,145,2326,2,2017,0.6,0.5,0.8,0.7,0.4,0.3,1,0.9,0.2,0.1,1,2,2,2,9,1,"",2018-04-17,"126144","",,""
"530816477126144","375549770489998",2017,39,145,2326,3,2017,0.35,0.25,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.2,1,2,,,2,1,"",2018-04-17,"126144","",,""
"530816478126144","375549770489998",2017,39,145,2326,4,2017,0.325,0.225,0.3,0.2,0.2,0.1,0.4,0.3,0.4,0.3,1,2,,,4,1,"",2018-04-17,"126144","",,""
"530823031126144","375549962489998",2017,39,163,2417,2,2017,0.625,0.525,0.6,0.5,0.5,0.4,0.8,0.7,0.6,0.5,1,2,2,2,3,1,"",2018-04-17,"126144","",,""
"530823032126144","375549962489998",2017,39,163,2417,3,2017,0.325,0.225,0.3,0.2,0.4,0.3,0.3,0.2,0.3,0.2,1,2,,,3,1,"",2018-04-17,"126144","",,""
"530823033126144","375549962489998",2017,39,163,2417,4,2017,0.325,0.225,0.3,0.2,0.3,0.2,0.4,0.3,0.3,0.2,1,2,,,3,1,"",2018-04-17,"126144","",,""
"657547236126144","463048805489998",2018,39,1,599,2,2018,1.1,0.9,0.9,0.8,1.1,0.9,1.3,1.1,1.1,0.8,1,1,2,2,3.8,1,"",2019-04-26,"126144","",,""
"657547237126144","463048805489998",2018,39,1,599,3,2018,0.5,0.45,0.9,0.9,0.5,0.4,0.1,0.1,0.5,0.4,1,1,,,3.3,1,"",2019-04-26,"126144","",,""
"657547238126144","463048805489998",2018,39,1,599,4,2018,0.8,0.45,1,0.5,0.4,0.3,0.9,0.4,0.9,0.6,1,1,,,2.8,1,"",2019-04-26,"126144","",,""
"657540326126144","463048962489998",2018,39,11,41,2,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,15.5,1,"",2019-04-26,"126144","",,""
"657540327126144","463048962489998",2018,39,11,41,3,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,,,14.5,1,"",2019-04-26,"126144","",,""
"657540328126144","463048962489998",2018,39,11,41,4,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,,,16.5,1,"",2019-04-26,"126144","",,""
"657544720126144","463049170489998",2018,39,19,378,2,2018,,,,,,,,,,,,1,,,,5,"",2019-04-26,"126144","",,""
"657544721126144","463049170489998",2018,39,19,378,3,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,1,,,20,1,"",2019-04-26,"126144","",,""
"657544722126144","463049170489998",2018,39,19,378,4,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,1,,,18,1,"",2019-04-26,"126144","",,""
"657544911126144","463049176489998",2018,39,29,209,2,2018,,,,,,,,,,,,1,,,,6,"",2019-04-26,"126144","",,""
"657544912126144","463049176489998",2018,39,29,209,3,2018,,,,,,,,,,,,1,,,,6,"",2019-04-26,"126144","",,""
"657544913126144","463049176489998",2018,39,29,209,4,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657540568126144","463048985489998",2018,39,67,651,2,2018,1.75,1.5,1.7,1.7,2,2,1.5,1.5,1.8,0.8,1,1,1,1,20,1,"",2019-04-26,"126144","",,""
"657540569126144","463048985489998",2018,39,67,651,3,2018,0.825,0.825,0.8,0.8,1,1,0.7,0.7,0.8,0.8,1,1,,,9.8,1,"",2019-04-26,"126144","",,""
"657540570126144","463048985489998",2018,39,67,651,4,2018,0.825,0.825,0.8,0.8,1,1,0.7,0.7,0.8,0.8,1,1,,,12.6,1,"",2019-04-26,"126144","",,""
"657544158126144","463049144489998",2018,39,105,556,2,2018,1.375,1.125,1,0.8,1.2,0.9,1.6,1.4,1.7,1.4,1,1,2,2,2.6,1,"",2019-04-26,"126144","",,""
"657544159126144","463049144489998",2018,39,105,556,3,2018,0.85,0.675,0.8,0.6,0.9,0.7,0.8,0.6,0.9,0.8,1,1,,,2.5,1,"",2019-04-26,"126144","",,""
"657544160126144","463049144489998",2018,39,105,556,4,2018,0.625,0.525,0.4,0.3,0.1,0.1,0.8,0.7,1.2,1,1,1,,,3.8,1,"",2019-04-26,"126144","",,""
"657549427126144","463048680489998",2018,39,121,4839,2,2018,,,,,,,,,,,,2,,,,2,"",2019-04-26,"126144","",,""
"657549428126144","463048680489998",2018,39,121,4839,3,2018,,,,,,,,,,,,2,,,,2,"",2019-04-26,"126144","",,""
"657549429126144","463048680489998",2018,39,121,4839,4,2018,,,,,,,,,,,,2,,,,2,"",2019-04-26,"126144","",,""
"657543639126144","463049114489998",2018,39,141,691,2,2018,0.65,0.45,0.8,0.6,0.9,0.6,0.5,0.3,0.4,0.3,1,1,2,2,3.5,1,"",2019-04-26,"126144","",,""
"657543640126144","463049114489998",2018,39,141,691,3,2018,1.2,0.8,0.8,0.5,1.8,1.4,1.2,0.8,1,0.5,1,1,,,3.8,1,"",2019-04-26,"126144","",,""
"657543641126144","463049114489998",2018,39,141,691,4,2018,1.15,0.825,1.5,1,0.6,0.5,1.4,1,1.1,0.8,1,1,,,5.2,1,"",2019-04-26,"126144","",,""
"657545038126144","463049180489998",2018,39,155,542,2,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657545039126144","463049180489998",2018,39,155,542,3,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657545040126144","463049180489998",2018,39,155,542,4,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657540906126144","463049012489998",2018,39,155,866,2,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657540907126144","463049012489998",2018,39,155,866,3,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657540908126144","463049012489998",2018,39,155,866,4,2018,,,,,,,,,,,,1,,,,2,"",2019-04-26,"126144","",,""
"657546437126144","463048616489998",2018,39,165,644,2,2018,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.4,0.4,1,1,3,3,3.3,1,"",2019-04-26,"126144","",,""
"657546438126144","463048616489998",2018,39,165,644,3,2018,0.4,0.35,0.3,0.3,0.1,0.1,0.8,0.7,0.4,0.3,1,1,,,5.1,1,"",2019-04-26,"126144","",,""
"657546439126144","463048616489998",2018,39,165,644,4,2018,0.85,0.65,1,0.8,1.3,0.8,0.6,0.5,0.5,0.5,1,1,,,5.6,1,"",2019-04-26,"126144","",,""
